File_Name,Content,Category
805C6F67,experiences in initiating concurrency software research efforts,icse
75F3216D,intelligent communication through software agent ontology for multi site software engineering,icse
75B5BA61,the stream machine a data flow architecture for real time applications,icse
7595A5AB,concurrency control issues in nested transactions,vldb
7C3CDADB,communication patterns in geographically distributed software development and engineers contributions to the development effort,icse
81E11034,architecting dependable systems with the sae architecture analysis and description language aadl,icse
7FA81EEE,query optimization in xml structured document databases,vldb
7D2137CB,ad hoc top k query answering for data streams,vldb
78817256,research of the construction of the college dormitory information environment based on internet of things,icse
7ED83597,query processing over object views of relational data,vldb
80BC665B,bringing the systems analysis and design course into 21 st century a case study in implementing modern software engineering principles,icse
80AC1069,categorizing bugs with social networks a case study on four open source software communities,icse
005EE656,drivers for customer perceived software quality,icse
5F9C4EF7,efficient search in very large databases,vldb
80BD5BD7,data exchange with data metadata translations,vldb
7C3967A2,skyframe a framework for skyline query processing in peer to peer systems,vldb
01BE213E,impacts of logic and databases invited paper,vldb
7613B00B,semandaq a data quality system based on conditional functional dependencies,vldb
7F09A940,multicore software engineering the next challenge in software engineering,icse
81901729,the usage of algebraic iteration imaging method in radar imaging,icse
09CB1663,taxonomy of c overflow vulnerabilities attack,icse
80157BCD,paragrab a comprehensive architecture for web image management and multimodal querying,vldb
765034C3,supporting exceptions to schema consistency to ease schema evolution in oodbms,vldb
80870346,the research on the behavior loyalty model of 3g subscriber based on data mining,icse
5B838217,notice of retraction functional innovation of destination marketing system,icse
81157A22,exploring exposing and exploiting emails to include human factors in software engineering,icse
8095F0A0,research on cloud manufacturing resource integrating service modeling based on cloud agent,icse
7E4B8965,tools to support formal methods,icse
7C521AD7,privacy and security requirements framework for the internet of things iot,icse
7A14E4FA,state event time and diagram in system modeling,icse
77ACF755,how do i know what i have to do the role of the inquiry culture in requirements communication for distributed software development projects,icse
7AA7669E,preface to special issue on persistent object systems,vldb
791C46A0,on privacy preservation in text and document based active learning for named entity recognition,vldb
01352D04,software development based on module interconnection,icse
7EB13D6B,languages for safety critical software issues and assessment,icse
68625E6D,methodology independent oo case tool supporting methodology engineering,icse
0207F0D1,towards an agent based methodology for developing agro ecosystem simulations,icse
59469B95,database requirements of knowledge based production scheduling and control a cim perspective,vldb
5DBFAC28,trends in data warehousing a practitioner s view,vldb
6A991C1E,challenges in secure sensor cloud computing,vldb
058D5C1B,panel directions in database research,vldb
7A9E6881,soft skills in software development teams a survey of the points of view of team leaders and team members,icse
02515A15,the impact of new technologies on the architecture of secondary storage and large data bases,vldb
5B3E8B00,database research strategies of funding agencies panel,vldb
7D310735,hamster using search clicklogs for schema and taxonomy matching,vldb
0AD5F5F7,flage a programming language for adaptive software,icse
7D6F5485,blocklib a skeleton library for cell broadband engine,icse
5E484F32,a proposal for an xml data definition and manipulation language,vldb
7A99E5C7,an ensemble de noising method for high frequency financial data,icse
7F61D726,the fourth international workshop on software engineering for secure systems sess 08 a trusted business world,icse
69589089,bulk loading techniques for object databases and an application to relational data,vldb
7E0E4476,itaca an integrated toolbox for the automatic composition and adaptation of web services,icse
7CC0CA1D,the power of languages for the manipulation of complex values,vldb
76AF713F,towards explicitly elastic programming frameworks,icse
7E74D81A,symmetric relations and cardinality bounded multisets in database systems,vldb
816C1D0D,flexible and scalable digital library search,vldb
7A978938,knowledge communication mechanism in academic network community,icse
59653D63,progressive optimization in action,vldb
7DAEE4E8,capacitive pressure sensors based on mems operating in harsh environments,icse
762F265D,agreementmaker efficient matching for large real world schemas and ontologies,vldb
583F3185,a tool for modular database design,vldb
057812A7,building knowledge based applications with cooperating databases panel session,vldb
7DB179DE,lazy adaptive tree an optimized index structure for flash devices,vldb
07422D45,the analysis of the effects of concurrency control on distributed database system performance,vldb
0A47CB5D,distributed database management,vldb
7E132B58,supporting evolution and maintenance by using a flexible automatic code generator,icse
0055A070,a uml profile for modeling software applications based on grid services,icse
7AD287F9,personalized information filtering based on semantic similarity,icse
81BF5C9E,a collaborative filtering recommendation algorithm based on dynamic and reliable neighbors,icse
7E3A65DC,an environment for cooperative construction of natural language requirement bases,icse
020CA1D6,tutorial caching technologies for web applications,vldb
7A310810,empirical study towards a leading indicator for cost of formal software verification,icse
7D2C72B7,balancing agility and discipline a guide for the perplexed,icse
7534CE0C,identifying failure inducing developer pairs within developer networks,icse
